Section,System,Location,Component,Material,Condition,Comment
Structure,Foundation,Null,Foundation Wall,Steel,Safety Hazard,Safety hazard requires immediate professional evaluation and repair.
Structure,Foundation,Null,Foundation Wall,Steel,Safety Hazard,Condition creates immediate safety risk requiring prompt attention.
Structure,Foundation,Null,Foundation Wall,Steel,Access Restricted,Safety concerns prevent close examination of component condition.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Acceptable,Mortar joints are tight and intact with proper pointing.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Acceptable,Performance specifications satisfied with proper operation.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Acceptable,Structural integrity and functionality are excellent throughout.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Acceptable,Foundation meets or exceeds local building code requirements.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Acceptable,"No evidence of water intrusion, efflorescence, or moisture damage."
Structure,Foundation,Null,Foundation Wall,Treated Wood,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Monitor,Minor surface damage or weathering; monitor for expansion.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Monitor,Small defects that could develop into larger issues.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Monitor,Minor wear or aging noted; monitor for progression over time.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Monitor,Environmental exposure effects require ongoing observation.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Repair/Replace,Repair required to maintain structural integrity and safety.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Repair/Replace,Defects compromise functionality and should be addressed promptly.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Repair/Replace,Foundation Wall failure requires immediate repair to restore function.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Safety Hazard,Severe settlement causing structural instability and safety risk.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Safety Hazard,Structural failure potential poses danger to occupants and users.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Safety Hazard,Code violations create liability and safety concerns.
Structure,Foundation,Null,Foundation Wall,Treated Wood,Access Restricted,Location or height prevents safe inspection access.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Acceptable,No maintenance required at this time for continued service.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Acceptable,Proper drainage and waterproofing systems are in place.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Acceptable,Materials show normal aging patterns for installation date.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Acceptable,Weather resistance and durability characteristics are adequate.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Acceptable,Mortar joints are tight and intact with proper pointing.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Monitor,Surface weathering or minor spalling; monitor condition.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Monitor,Foundation Wall showing expected wear for age; monitor condition regularly.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Monitor,Preventive maintenance scheduling advised for longevity.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Monitor,Periodic professional evaluation recommended for assessment.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Monitor,Early signs of minor efflorescence; monitor moisture conditions.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Repair/Replace,Water intrusion damage requiring waterproofing and drainage repair.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Repair/Replace,Loose or missing mortar requiring immediate repointing.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Repair/Replace,Safety-critical defect requires urgent corrective action.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Safety Hazard,Undermining or erosion creating imminent collapse danger.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Safety Hazard,Critical safety issue demanding urgent corrective action.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Safety Hazard,Foundation collapse risk requiring immediate structural intervention.
Structure,Foundation,Null,Foundation Wall,Block/CMU,Access Restricted,Temporary obstructions restrict detailed assessment of component.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Acceptable,"No evidence of water intrusion, efflorescence, or moisture damage."
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Acceptable,"Foundation wall is plumb, structurally sound, and free of significant cracks or settlement."
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Acceptable,Proper alignment and positioning provide optimal functionality.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Acceptable,Component operates within design specifications and tolerances.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Acceptable,Component accessibility allows for routine maintenance.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Monitor,Minor settlement cracks; monitor for further movement.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Monitor,Minor wear or aging noted; monitor for progression over time.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Monitor,Minor surface damage or weathering; monitor for expansion.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Monitor,Minor hairline cracks; monitor for expansion or movement over time.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Monitor,Minor wear or aging signs require periodic monitoring.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Repair/Replace,Material degradation affects structural performance significantly.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Repair/Replace,Water intrusion damage requiring waterproofing and drainage repair.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Repair/Replace,Structural damage compromising foundation integrity; repair or replace.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Safety Hazard,Safety hazard requires immediate professional evaluation and repair.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Safety Hazard,Load-bearing capacity compromised; evacuate area until repaired.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Safety Hazard,Undermining or erosion creating imminent collapse danger.
Structure,Foundation,Null,Foundation Wall,ICF (Insulated Concrete Form),Access Restricted,Location or height prevents safe inspection access.
Structure,Foundation,Null,Foundation Wall,Stone,Acceptable,"Foundation wall is plumb, structurally sound, and free of significant cracks or settlement."
Structure,Foundation,Null,Foundation Wall,Stone,Acceptable,Protective coatings and finishes remain effective.
Structure,Foundation,Null,Foundation Wall,Stone,Acceptable,Component accessibility allows for routine maintenance.
Structure,Foundation,Null,Foundation Wall,Stone,Acceptable,Proper alignment and positioning provide optimal functionality.
Structure,Foundation,Null,Foundation Wall,Stone,Acceptable,No maintenance required at this time for continued service.
Structure,Foundation,Null,Foundation Wall,Stone,Monitor,Component showing expected wear for age and usage.
Structure,Foundation,Null,Foundation Wall,Stone,Monitor,Foundation Wall showing expected wear for age; monitor condition regularly.
Structure,Foundation,Null,Foundation Wall,Stone,Monitor,Early stage deterioration observed; monitor and document changes.
Structure,Foundation,Null,Foundation Wall,Stone,Monitor,Periodic professional evaluation recommended for assessment.
Structure,Foundation,Null,Foundation Wall,Stone,Monitor,Early signs of minor efflorescence; monitor moisture conditions.
Structure,Foundation,Null,Foundation Wall,Stone,Repair/Replace,Structural damage compromising foundation integrity; repair or replace.
Structure,Foundation,Null,Foundation Wall,Stone,Repair/Replace,Significant cracks indicating structural movement; repair and stabilize.
Structure,Foundation,Null,Foundation Wall,Stone,Repair/Replace,Code violations requiring updates to meet current standards.
Structure,Foundation,Null,Foundation Wall,Stone,Safety Hazard,Code violations create liability and safety concerns.
Structure,Foundation,Null,Foundation Wall,Stone,Safety Hazard,Hazardous condition requiring immediate access restriction.
Structure,Foundation,Null,Foundation Wall,Stone,Safety Hazard,Severe settlement causing structural instability and safety risk.
Structure,Foundation,Null,Foundation Wall,Stone,Access Restricted,Confined space entry requirements exceed standard inspection scope.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Acceptable,Compliance with applicable building codes and safety standards.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Acceptable,"Foundation piers are plumb, properly spaced, and adequately sized."
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Acceptable,Materials show no signs of deterioration or structural compromise.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Acceptable,Component meets all inspection criteria with no defects noted.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Acceptable,Proper alignment and positioning provide optimal functionality.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Monitor,Preventive maintenance scheduling advised for longevity.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Monitor,Early stage concrete deterioration observed; monitor and document changes.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Monitor,Pier/Column Foundation showing expected wear for age; monitor condition regularly.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Monitor,Minor material degradation; monitor and protect as required.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Monitor,Minor wear or aging noted; monitor for progression over time.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Repair/Replace,Settlement damage affecting structural integrity; re-level and stabilize.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Repair/Replace,Maintenance requirements exceed cost-effective repair threshold.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Repair/Replace,Significant concrete damage necessitates professional repair or replacement.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Safety Hazard,Immediate risk to health and safety of building occupants.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Safety Hazard,Emergency repair needed to eliminate safety threat.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Safety Hazard,Connection failure creating sudden collapse risk.
Structure,Foundation,Null,Pier/Column Foundation,Concrete,Access Restricted,Location or height prevents safe inspection access.
Structure,Foundation,Null,Pier/Column Foundation,Steel,Acceptable,Materials show normal aging patterns for installation date.
Structure,Foundation,Null,Pier/Column Foundation,Steel,Acceptable,Component accessibility allows for routine maintenance.
Structure,Foundation,Null,Pier/Column Foundation,Steel,Acceptable,All connections to beams and footings are secure and properly engineered.
